"","date_game","game_start_time","opponent_name","opponent_pts","team_name","team_pts","overtimes","attendance","game_type","away0_home1","game_id","attendance.perc","rest_time","rest_diff"
"5654",2022-01-21,"10:00p","Houston Rockets",103,"Golden State Warriors",105,NA,18064,"Regular",1,2827,0.729563812600969,1,-1
"5655",2022-01-22,"7:00p","Milwaukee Bucks",133,"Sacramento Kings",127,NA,17341,"Regular",0,2828,0,3,2
"5656",2022-01-22,"7:00p","Sacramento Kings",127,"Milwaukee Bucks",133,NA,17341,"Regular",1,2828,0.785086925027164,1,-2
"5657",2022-01-22,"8:00p","Oklahoma City Thunder",87,"Cleveland Cavaliers",94,NA,19432,"Regular",1,2829,0.89437105905095,3,2
"5658",2022-01-22,"8:00p","Cleveland Cavaliers",94,"Oklahoma City Thunder",87,NA,19432,"Regular",0,2829,0,1,-2
"5659",2022-01-22,"9:00p","Phoenix Suns",113,"Indiana Pacers",103,NA,17071,"Regular",0,2830,0,2,0
"5660",2022-01-22,"9:00p","Indiana Pacers",103,"Phoenix Suns",113,NA,17071,"Regular",1,2830,0.823889961389961,2,0
"5661",2022-01-23,"1:00p","New York Knicks",110,"Los Angeles Clippers",102,NA,19812,"Regular",0,2831,0,2,-1
"5662",2022-01-23,"1:00p","Los Angeles Clippers",102,"New York Knicks",110,NA,19812,"Regular",1,2831,0.908265713106863,3,1
"5663",2022-01-23,"3:30p","Washington Wizards",87,"Boston Celtics",116,NA,16371,"Regular",0,2832,0,2,0
"5664",2022-01-23,"3:30p","Boston Celtics",116,"Washington Wizards",87,NA,16371,"Regular",1,2832,0.661187399030695,2,0
"5665",2022-01-23,"6:00p","Miami Heat",113,"Los Angeles Lakers",107,NA,19973,"Regular",0,2833,0,2,0
"5666",2022-01-23,"6:00p","Los Angeles Lakers",107,"Miami Heat",113,NA,19973,"Regular",1,2833,0.920542010416187,2,0
"5667",2022-01-23,"6:00p","Chicago Bulls",95,"Orlando Magic",114,NA,18846,"Regular",1,2834,0.919227392449517,2,0
"5668",2022-01-23,"6:00p","Orlando Magic",114,"Chicago Bulls",95,NA,18846,"Regular",0,2834,0,2,0
"5669",2022-01-23,"6:00p","Portland Trail Blazers",114,"Toronto Raptors",105,NA,NA,"Regular",0.5,2835,NA,2,0
"5670",2022-01-23,"6:00p","Toronto Raptors",105,"Portland Trail Blazers",114,NA,NA,"Regular",0.5,2835,NA,2,0
"5671",2022-01-23,"7:00p","Atlanta Hawks",113,"Charlotte Hornets",91,NA,15822,"Regular",1,2836,0.735599051559812,2,0
"5672",2022-01-23,"7:00p","Charlotte Hornets",91,"Atlanta Hawks",113,NA,15822,"Regular",0,2836,0,2,0
"5673",2022-01-23,"7:00p","San Antonio Spurs",109,"Philadelphia 76ers",115,NA,16437,"Regular",0,2837,0,2,0
"5674",2022-01-23,"7:00p","Philadelphia 76ers",115,"San Antonio Spurs",109,NA,16437,"Regular",1,2837,0.77705290029783,2,0
"5675",2022-01-23,"7:30p","Memphis Grizzlies",91,"Dallas Mavericks",104,NA,19701,"Regular",1,2838,0.919404517453799,3,1
"5676",2022-01-23,"7:30p","Dallas Mavericks",104,"Memphis Grizzlies",91,NA,19701,"Regular",0,2838,0,2,-1
"5677",2022-01-23,"8:00p","Denver Nuggets",117,"Detroit Pistons",111,NA,14060,"Regular",0,2839,0,2,0
"5678",2022-01-23,"8:00p","Detroit Pistons",111,"Denver Nuggets",117,NA,14060,"Regular",1,2839,0.655661257228129,2,0
"5679",2022-01-23,"8:00p","Minnesota Timberwolves",136,"Brooklyn Nets",125,NA,16475,"Regular",0,2840,0,2,-2
"5680",2022-01-23,"8:00p","Brooklyn Nets",125,"Minnesota Timberwolves",136,NA,16475,"Regular",1,2840,0.784113083622864,4,2
"5681",2022-01-23,"8:30p","Golden State Warriors",94,"Utah Jazz",92,NA,18064,"Regular",0,2841,0,2,0
"5682",2022-01-23,"8:30p","Utah Jazz",92,"Golden State Warriors",94,NA,18064,"Regular",1,2841,0.729563812600969,2,0
"5683",2022-01-24,"7:00p","New York Knicks",93,"Cleveland Cavaliers",95,NA,17321,"Regular",1,2842,0.797210843650757,2,1
"5684",2022-01-24,"7:00p","Cleveland Cavaliers",95,"New York Knicks",93,NA,17321,"Regular",0,2842,0,1,-1
"5685",2022-01-24,"8:00p","Indiana Pacers",113,"New Orleans Pelicans",117,NA,15581,"Regular",1,2843,0.742129078351989,4,2
"5686",2022-01-24,"8:00p","New Orleans Pelicans",117,"Indiana Pacers",113,NA,15581,"Regular",0,2843,0,2,-2
"5687",2022-01-24,"8:00p","Oklahoma City Thunder",110,"Chicago Bulls",111,NA,14378,"Regular",0,2844,0,1,-1
"5688",2022-01-24,"8:00p","Chicago Bulls",111,"Oklahoma City Thunder",110,NA,14378,"Regular",1,2844,0.695631138419856,2,1
"5689",2022-01-24,"9:00p","Phoenix Suns",115,"Utah Jazz",109,NA,17071,"Regular",0,2845,0,1,-1
"5690",2022-01-24,"9:00p","Utah Jazz",109,"Phoenix Suns",115,NA,17071,"Regular",1,2845,0.823889961389961,2,1
"5691",2022-01-25,"7:00p","Denver Nuggets",110,"Detroit Pistons",105,NA,16023,"Regular",1,2846,0.725416515755161,2,0
"5692",2022-01-25,"7:00p","Detroit Pistons",105,"Denver Nuggets",110,NA,16023,"Regular",0,2846,0,2,0
"5693",2022-01-25,"7:00p","Philadelphia 76ers",117,"New Orleans Pelicans",107,NA,20121,"Regular",0,2847,0,1,-1
"5694",2022-01-25,"7:00p","New Orleans Pelicans",107,"Philadelphia 76ers",117,NA,20121,"Regular",1,2847,0.935468873494816,2,1
"5695",2022-01-25,"7:00p","Charlotte Hornets",113,"Toronto Raptors",125,NA,NA,"Regular",0.5,2848,NA,2,0
"5696",2022-01-25,"7:00p","Toronto Raptors",125,"Charlotte Hornets",113,NA,NA,"Regular",0.5,2848,NA,2,0
"5697",2022-01-25,"7:00p","Washington Wizards",115,"Los Angeles Clippers",116,NA,13544,"Regular",0,2849,0,2,0
"5698",2022-01-25,"7:00p","Los Angeles Clippers",116,"Washington Wizards",115,NA,13544,"Regular",1,2849,0.547011308562197,2,0
"5699",2022-01-25,"7:30p","Sacramento Kings",75,"Boston Celtics",128,NA,19156,"Regular",1,2850,0.906578324656886,2,-1
"5700",2022-01-25,"7:30p","Boston Celtics",128,"Sacramento Kings",75,NA,19156,"Regular",0,2850,0,3,1
"5701",2022-01-25,"7:30p","Brooklyn Nets",96,"Los Angeles Lakers",106,NA,18126,"Regular",0,2851,0,2,0
"5702",2022-01-25,"7:30p","Los Angeles Lakers",106,"Brooklyn Nets",96,NA,18126,"Regular",1,2851,0.835376532399299,2,0
"5703",2022-01-25,"8:00p","Houston Rockets",104,"San Antonio Spurs",134,NA,15007,"Regular",0,2852,0,2,-2
"5704",2022-01-25,"8:00p","San Antonio Spurs",134,"Houston Rockets",104,NA,15007,"Regular",1,2852,0.709550827423168,4,2
"5705",2022-01-25,"10:00p","Golden State Warriors",130,"Dallas Mavericks",92,NA,18064,"Regular",0,2853,0,2,0
"5706",2022-01-25,"10:00p","Dallas Mavericks",92,"Golden State Warriors",130,NA,18064,"Regular",1,2853,0.729563812600969,2,0
"5707",2022-01-25,"10:00p","Minnesota Timberwolves",109,"Portland Trail Blazers",107,NA,16422,"Regular",1,2854,0.809643543854459,2,0
"5708",2022-01-25,"10:00p","Portland Trail Blazers",107,"Minnesota Timberwolves",109,NA,16422,"Regular",0,2854,0,2,0
"5709",2022-01-26,"7:00p","Milwaukee Bucks",99,"Cleveland Cavaliers",115,NA,18904,"Regular",1,2855,0.870069498780319,2,-2
"5710",2022-01-26,"7:00p","Cleveland Cavaliers",115,"Milwaukee Bucks",99,NA,18904,"Regular",0,2855,0,4,2
"5711",2022-01-26,"7:00p","Indiana Pacers",126,"Charlotte Hornets",158,NA,14116,"Regular",0,2856,0,1,-1
"5712",2022-01-26,"7:00p","Charlotte Hornets",158,"Indiana Pacers",126,NA,14116,"Regular",1,2856,0.653942370054665,2,1
"5713",2022-01-26,"7:00p","Orlando Magic",102,"Los Angeles Clippers",111,NA,12448,"Regular",0,2857,0,1,-2
"5714",2022-01-26,"7:00p","Los Angeles Clippers",111,"Orlando Magic",102,NA,12448,"Regular",1,2857,0.607160277046142,3,2
"5715",2022-01-26,"7:30p","Atlanta Hawks",121,"Sacramento Kings",104,NA,15080,"Regular",0,2858,0,1,-2
"5716",2022-01-26,"7:30p","Sacramento Kings",104,"Atlanta Hawks",121,NA,15080,"Regular",1,2858,0.701525865277261,3,2
"5717",2022-01-26,"7:30p","New York Knicks",96,"Miami Heat",110,NA,19600,"Regular",1,2859,0.903350693644283,3,1
"5718",2022-01-26,"7:30p","Miami Heat",110,"New York Knicks",96,NA,19600,"Regular",0,2859,0,2,-1
"5719",2022-01-26,"8:00p","Denver Nuggets",124,"Brooklyn Nets",118,NA,18011,"Regular",1,2860,0.830076504746981,1,0
"5720",2022-01-26,"8:00p","Brooklyn Nets",118,"Denver Nuggets",124,NA,18011,"Regular",0,2860,0,1,0
"5721",2022-01-26,"8:00p","Chicago Bulls",111,"Toronto Raptors",105,NA,20269,"Regular",0,2861,0,1,-1
"5722",2022-01-26,"8:00p","Toronto Raptors",105,"Chicago Bulls",111,NA,20269,"Regular",1,2861,0.923038389726308,2,1
"5723",2022-01-26,"8:30p","Memphis Grizzlies",118,"San Antonio Spurs",110,NA,14662,"Regular",1,2862,0.693140452890843,1,-2
"5724",2022-01-26,"8:30p","San Antonio Spurs",110,"Memphis Grizzlies",118,NA,14662,"Regular",0,2862,0,3,2
"5725",2022-01-26,"10:00p","Portland Trail Blazers",112,"Dallas Mavericks",132,NA,16334,"Regular",0,2863,0,1,0
"5726",2022-01-26,"10:00p","Dallas Mavericks",132,"Portland Trail Blazers",112,NA,16334,"Regular",1,2863,0.805304935167382,1,0
"5727",2022-01-26,"10:00p","Phoenix Suns",105,"Utah Jazz",97,NA,18306,"Regular",1,2864,0.88571705051287,2,0
"5728",2022-01-26,"10:00p","Utah Jazz",97,"Phoenix Suns",105,NA,18306,"Regular",0,2864,0,2,0
"5729",2022-01-27,"7:30p","Philadelphia 76ers",105,"Los Angeles Lakers",87,NA,20953,"Regular",0,2865,0,2,0
"5730",2022-01-27,"7:30p","Los Angeles Lakers",87,"Philadelphia 76ers",105,NA,20953,"Regular",1,2865,0.97415035566507,2,0
"5731",2022-01-27,"10:00p","Golden State Warriors",124,"Minnesota Timberwolves",115,NA,18064,"Regular",0,2866,0,2,0
"5732",2022-01-27,"10:00p","Minnesota Timberwolves",115,"Golden State Warriors",124,NA,18064,"Regular",1,2866,0.729563812600969,2,0
"5733",2022-01-28,"7:00p","Detroit Pistons",103,"Orlando Magic",119,NA,13156,"Regular",1,2867,0.641693493317725,2,-1
"5734",2022-01-28,"7:00p","Orlando Magic",119,"Detroit Pistons",103,NA,13156,"Regular",0,2867,0,3,1
"5735",2022-01-28,"7:30p","Atlanta Hawks",108,"Boston Celtics",92,NA,16932,"Regular",0,2868,0,3,1
"5736",2022-01-28,"7:30p","Boston Celtics",92,"Atlanta Hawks",108,NA,16932,"Regular",1,2868,0.787681429103089,2,-1
"5737",2022-01-28,"7:30p","Charlotte Hornets",117,"Los Angeles Lakers",114,NA,19469,"Regular",0,2869,0,1,-1
"5738",2022-01-28,"7:30p","Los Angeles Lakers",114,"Charlotte Hornets",117,NA,19469,"Regular",1,2869,0.905155981217165,2,1
"5739",2022-01-28,"8:00p","Houston Rockets",110,"Portland Trail Blazers",125,NA,16100,"Regular",0,2870,0,2,-1
"5740",2022-01-28,"8:00p","Portland Trail Blazers",125,"Houston Rockets",110,NA,16100,"Regular",1,2870,0.761229314420804,3,1
"5741",2022-01-28,"8:00p","Memphis Grizzlies",119,"Utah Jazz",109,NA,16916,"Regular",0,2871,0,2,0
"5742",2022-01-28,"8:00p","Utah Jazz",109,"Memphis Grizzlies",119,NA,16916,"Regular",1,2871,0.770344733366729,2,0
"5743",2022-01-28,"8:00p","Miami Heat",121,"Los Angeles Clippers",114,NA,19600,"Regular",0,2872,0,2,0
"5744",2022-01-28,"8:00p","Los Angeles Clippers",114,"Miami Heat",121,NA,19600,"Regular",1,2872,0.903350693644283,2,0
"5745",2022-01-28,"8:00p","Denver Nuggets",116,"New Orleans Pelicans",105,NA,15254,"Regular",1,2873,0.726553941414622,3,1
"5746",2022-01-28,"8:00p","New Orleans Pelicans",105,"Denver Nuggets",116,NA,15254,"Regular",0,2873,0,2,-1
"5747",2022-01-28,"8:00p","Oklahoma City Thunder",110,"Indiana Pacers",113,"OT",15106,"Regular",0,2874,0,2,-2
"5748",2022-01-28,"8:00p","Indiana Pacers",113,"Oklahoma City Thunder",110,"OT",15106,"Regular",1,2874,0.730852968213266,4,2
"5749",2022-01-28,"8:30p","Chicago Bulls",122,"San Antonio Spurs",131,NA,18354,"Regular",1,2875,0.867678343497376,2,0
"5750",2022-01-28,"8:30p","San Antonio Spurs",131,"Chicago Bulls",122,NA,18354,"Regular",0,2875,0,2,0
"5751",2022-01-28,"9:00p","Minnesota Timberwolves",124,"Phoenix Suns",134,NA,17071,"Regular",1,2876,0.823889961389961,2,1
"5752",2022-01-28,"9:00p","Phoenix Suns",134,"Minnesota Timberwolves",124,NA,17071,"Regular",0,2876,0,1,-1
"5753",2022-01-28,"10:00p","Milwaukee Bucks",123,"New York Knicks",108,NA,17341,"Regular",0,2877,0,2,0
"5754",2022-01-28,"10:00p","New York Knicks",108,"Milwaukee Bucks",123,NA,17341,"Regular",1,2877,0.785086925027164,2,0
"5755",2022-01-29,"7:00p","Dallas Mavericks",132,"Indiana Pacers",105,NA,19831,"Regular",0,2878,0,1,-2
"5756",2022-01-29,"7:00p","Indiana Pacers",105,"Dallas Mavericks",132,NA,19831,"Regular",1,2878,0.925471345902557,3,2
"5757",2022-01-29,"7:00p","Boston Celtics",107,"New Orleans Pelicans",97,NA,16168,"Regular",1,2879,0.770088116218147,1,0
"5758",2022-01-29,"7:00p","New Orleans Pelicans",97,"Boston Celtics",107,NA,16168,"Regular",0,2879,0,1,0
"5759",2022-01-29,"7:30p","Sacramento Kings",101,"Philadelphia 76ers",103,NA,20380,"Regular",1,2880,0.947510344506951,2,-1
"5760",2022-01-29,"7:30p","Philadelphia 76ers",103,"Sacramento Kings",101,NA,20380,"Regular",0,2880,0,3,1
"5761",2022-01-29,"8:00p","Washington Wizards",95,"Memphis Grizzlies",115,NA,17135,"Regular",1,2881,0.780317865112255,1,-3
"5762",2022-01-29,"8:00p","Memphis Grizzlies",115,"Washington Wizards",95,NA,17135,"Regular",0,2881,0,4,3
"5763",2022-01-29,"8:00p","Miami Heat",120,"Toronto Raptors",124,"3OT",19600,"Regular",0,2882,0,3,2
"5764",2022-01-29,"8:00p","Toronto Raptors",124,"Miami Heat",120,"3OT",19600,"Regular",1,2882,0.903350693644283,1,-2
"5765",2022-01-29,"8:30p","Golden State Warriors",110,"Brooklyn Nets",106,NA,18064,"Regular",0,2883,0,3,1
"5766",2022-01-29,"8:30p","Brooklyn Nets",106,"Golden State Warriors",110,NA,18064,"Regular",1,2883,0.729563812600969,2,-1
"5767",2022-01-30,"1:00p","Atlanta Hawks",129,"Los Angeles Lakers",121,NA,17391,"Regular",0,2884,0,2,0
"5768",2022-01-30,"1:00p","Los Angeles Lakers",121,"Atlanta Hawks",129,NA,17391,"Regular",1,2884,0.809034238928173,2,0
"5769",2022-01-30,"1:00p","Charlotte Hornets",90,"Los Angeles Clippers",115,NA,18674,"Regular",0,2885,0,2,0
"5770",2022-01-30,"1:00p","Los Angeles Clippers",115,"Charlotte Hornets",90,NA,18674,"Regular",1,2885,0.868194709191501,2,0
"5771",2022-01-30,"3:30p","Chicago Bulls",130,"Portland Trail Blazers",116,NA,19521,"Regular",0,2886,0,2,0
"5772",2022-01-30,"3:30p","Portland Trail Blazers",116,"Chicago Bulls",130,NA,19521,"Regular",1,2886,0.888974907782686,2,0
"5773",2022-01-30,"6:00p","Cleveland Cavaliers",105,"Detroit Pistons",115,NA,16811,"Regular",1,2887,0.761091995653749,2,-2
"5774",2022-01-30,"6:00p","Detroit Pistons",115,"Cleveland Cavaliers",105,NA,16811,"Regular",0,2887,0,4,2
"5775",2022-01-30,"7:00p","Milwaukee Bucks",100,"Denver Nuggets",136,NA,17341,"Regular",0,2888,0,2,0
"5776",2022-01-30,"7:00p","Denver Nuggets",136,"Milwaukee Bucks",100,NA,17341,"Regular",1,2888,0.785086925027164,2,0
"5777",2022-01-30,"7:00p","Dallas Mavericks",108,"Orlando Magic",110,NA,13376,"Regular",1,2889,0.652424153741098,2,1
"5778",2022-01-30,"7:00p","Orlando Magic",110,"Dallas Mavericks",108,NA,13376,"Regular",0,2889,0,1,-1
"5779",2022-01-30,"8:00p","Minnesota Timberwolves",126,"Utah Jazz",106,NA,10407,"Regular",0,2890,0,2,0
"5780",2022-01-30,"8:00p","Utah Jazz",106,"Minnesota Timberwolves",126,NA,10407,"Regular",1,2890,0.495311979439341,2,0
"5781",2022-01-30,"8:00p","Phoenix Suns",115,"San Antonio Spurs",110,NA,17071,"Regular",0,2891,0,2,0
"5782",2022-01-30,"8:00p","San Antonio Spurs",110,"Phoenix Suns",115,NA,17071,"Regular",1,2891,0.823889961389961,2,0
"5783",2022-01-31,"7:00p","Cleveland Cavaliers",93,"New Orleans Pelicans",90,NA,17637,"Regular",0,2892,0,2,1
"5784",2022-01-31,"7:00p","New Orleans Pelicans",90,"Cleveland Cavaliers",93,NA,17637,"Regular",1,2892,0.811754959267271,1,-1
"5785",2022-01-31,"7:00p","Indiana Pacers",122,"Los Angeles Clippers",116,NA,14629,"Regular",0,2893,0,1,-1
"5786",2022-01-31,"7:00p","Los Angeles Clippers",116,"Indiana Pacers",122,NA,14629,"Regular",1,2893,0.677707773556935,2,1
"5787",2022-01-31,"7:00p","Memphis Grizzlies",119,"Philadelphia 76ers",122,"OT",20424,"Regular",1,2894,0.949555999814031,2,0
"5788",2022-01-31,"7:00p","Philadelphia 76ers",122,"Memphis Grizzlies",119,"OT",20424,"Regular",0,2894,0,2,0
"5789",2022-01-31,"7:30p","Atlanta Hawks",100,"Toronto Raptors",106,NA,14168,"Regular",0,2895,0,2,1
"5790",2022-01-31,"7:30p","Toronto Raptors",106,"Atlanta Hawks",100,NA,14168,"Regular",1,2895,0.659099367324153,1,-1
"5791",2022-01-31,"7:30p","Boston Celtics",122,"Miami Heat",92,NA,19156,"Regular",0,2896,0,2,0
"5792",2022-01-31,"7:30p","Miami Heat",92,"Boston Celtics",122,NA,19156,"Regular",1,2896,0.906578324656886,2,0
"5793",2022-01-31,"7:30p","Sacramento Kings",96,"New York Knicks",116,NA,15925,"Regular",1,2897,0.730069224774217,3,1
"5794",2022-01-31,"7:30p","New York Knicks",116,"Sacramento Kings",96,NA,15925,"Regular",0,2897,0,2,-1
"5795",2022-01-31,"8:00p","Golden State Warriors",122,"Houston Rockets",108,NA,16146,"Regular",1,2898,0.763404255319149,3,1
"5796",2022-01-31,"8:00p","Houston Rockets",108,"Golden State Warriors",122,NA,16146,"Regular",0,2898,0,2,-1
"5797",2022-01-31,"8:00p","Oklahoma City Thunder",98,"Portland Trail Blazers",81,NA,13812,"Regular",0,2899,0,1,-2
"5798",2022-01-31,"8:00p","Portland Trail Blazers",81,"Oklahoma City Thunder",98,NA,13812,"Regular",1,2899,0.668247133388166,3,2
"5799",2022-02-01,"7:00p","Detroit Pistons",101,"New Orleans Pelicans",111,NA,15499,"Regular",0,2900,0,1,-1
"5800",2022-02-01,"7:00p","New Orleans Pelicans",111,"Detroit Pistons",101,NA,15499,"Regular",1,2900,0.701693227091634,2,1
"5801",2022-02-01,"7:30p","Milwaukee Bucks",112,"Washington Wizards",98,NA,17341,"Regular",0,2901,0,3,1
"5802",2022-02-01,"7:30p","Washington Wizards",98,"Milwaukee Bucks",112,NA,17341,"Regular",1,2901,0.785086925027164,2,-1
"5803",2022-02-01,"7:30p","Miami Heat",106,"Toronto Raptors",110,NA,NA,"Regular",0.5,2902,NA,1,0
"5804",2022-02-01,"7:30p","Toronto Raptors",110,"Miami Heat",106,NA,NA,"Regular",0.5,2902,NA,1,0
"5805",2022-02-01,"8:00p","Chicago Bulls",126,"Orlando Magic",115,NA,20217,"Regular",0,2903,0,2,0
"5806",2022-02-01,"8:00p","Orlando Magic",115,"Chicago Bulls",126,NA,20217,"Regular",1,2903,0.920670340179425,2,0
"5807",2022-02-01,"8:00p","Denver Nuggets",115,"Minnesota Timberwolves",130,NA,15839,"Regular",1,2904,0.753843224977393,2,0
"5808",2022-02-01,"8:00p","Minnesota Timberwolves",130,"Denver Nuggets",115,NA,15839,"Regular",0,2904,0,2,0
"5809",2022-02-01,"8:30p","Golden State Warriors",124,"San Antonio Spurs",120,NA,17070,"Regular",1,2905,0.806977733654801,2,1
"5810",2022-02-01,"8:30p","San Antonio Spurs",120,"Golden State Warriors",124,NA,17070,"Regular",0,2905,0,1,-1
"5811",2022-02-01,"10:00p","Phoenix Suns",121,"Brooklyn Nets",111,NA,17071,"Regular",0,2906,0,3,1
"5812",2022-02-01,"10:00p","Brooklyn Nets",111,"Phoenix Suns",121,NA,17071,"Regular",1,2906,0.823889961389961,2,-1
"5813",2022-02-02,"7:00p","Orlando Magic",119,"Indiana Pacers",118,NA,14528,"Regular",1,2907,0.673028814972667,2,1
"5814",2022-02-02,"7:00p","Indiana Pacers",118,"Orlando Magic",119,NA,14528,"Regular",0,2907,0,1,-1
"5815",2022-02-02,"7:00p","Washington Wizards",106,"Philadelphia 76ers",103,NA,20089,"Regular",1,2908,0.933981124180576,2,1
"5816",2022-02-02,"7:00p","Philadelphia 76ers",103,"Washington Wizards",106,NA,20089,"Regular",0,2908,0,1,-1
"5817",2022-02-02,"7:30p","Boston Celtics",113,"Charlotte Hornets",107,NA,19156,"Regular",0,2909,0,3,1
"5818",2022-02-02,"7:30p","Charlotte Hornets",107,"Boston Celtics",113,NA,19156,"Regular",1,2909,0.906578324656886,2,-1
"5819",2022-02-02,"7:30p","New York Knicks",108,"Memphis Grizzlies",120,NA,19812,"Regular",0,2910,0,2,0
"5820",2022-02-02,"7:30p","Memphis Grizzlies",120,"New York Knicks",108,NA,19812,"Regular",1,2910,0.908265713106863,2,0
"5821",2022-02-02,"8:00p","Houston Rockets",115,"Cleveland Cavaliers",104,NA,14163,"Regular",0,2911,0,2,0
"5822",2022-02-02,"8:00p","Cleveland Cavaliers",104,"Houston Rockets",115,NA,14163,"Regular",1,2911,0.669645390070922,2,0
"5823",2022-02-02,"8:30p","Oklahoma City Thunder",120,"Dallas Mavericks",114,"OT",19200,"Regular",1,2912,0.896023893970506,3,1
"5824",2022-02-02,"8:30p","Dallas Mavericks",114,"Oklahoma City Thunder",120,"OT",19200,"Regular",0,2912,0,2,-1
"5825",2022-02-02,"10:00p","Sacramento Kings",112,"Brooklyn Nets",101,NA,13153,"Regular",0,2913,0,1,-1
"5826",2022-02-02,"10:00p","Brooklyn Nets",101,"Sacramento Kings",112,NA,13153,"Regular",1,2913,0.638743201243201,2,1
"5827",2022-02-02,"10:00p","Denver Nuggets",104,"Utah Jazz",108,NA,18306,"Regular",1,2914,0.88571705051287,3,2
"5828",2022-02-02,"10:00p","Utah Jazz",108,"Denver Nuggets",104,NA,18306,"Regular",0,2914,0,1,-2
"5829",2022-02-02,"10:30p","Portland Trail Blazers",94,"Los Angeles Lakers",99,NA,17259,"Regular",1,2915,0.800510204081633,3,1
"5830",2022-02-02,"10:30p","Los Angeles Lakers",99,"Portland Trail Blazers",94,NA,17259,"Regular",0,2915,0,2,-1
"5831",2022-02-03,"7:00p","Minnesota Timberwolves",128,"Detroit Pistons",117,NA,15523,"Regular",1,2916,0.702779789931184,2,0
"5832",2022-02-03,"7:00p","Detroit Pistons",117,"Minnesota Timberwolves",128,NA,15523,"Regular",0,2916,0,2,0
"5833",2022-02-03,"7:00p","San Antonio Spurs",95,"Miami Heat",112,NA,14971,"Regular",0,2917,0,2,0
"5834",2022-02-03,"7:00p","Miami Heat",112,"San Antonio Spurs",95,NA,14971,"Regular",1,2917,0.707748309932397,2,0
"5835",2022-02-03,"7:30p","Atlanta Hawks",124,"Phoenix Suns",115,NA,16958,"Regular",0,2918,0,2,-1
"5836",2022-02-03,"7:30p","Phoenix Suns",115,"Atlanta Hawks",124,NA,16958,"Regular",1,2918,0.788890956457015,3,1
"5837",2022-02-03,"7:30p","Chicago Bulls",120,"Toronto Raptors",127,"OT",NA,"Regular",0.5,2919,NA,2,0
"5838",2022-02-03,"7:30p","Toronto Raptors",127,"Chicago Bulls",120,"OT",NA,"Regular",0.5,2919,NA,2,0
"5839",2022-02-03,"10:00p","Golden State Warriors",126,"Sacramento Kings",114,NA,18064,"Regular",0,2920,0,1,-1
"5840",2022-02-03,"10:00p","Sacramento Kings",114,"Golden State Warriors",126,NA,18064,"Regular",1,2920,0.729563812600969,2,1
"5841",2022-02-03,"10:00p","Los Angeles Lakers",110,"Los Angeles Clippers",111,NA,19068,"Regular",1,2921,0.886100655234909,3,2
"5842",2022-02-03,"10:00p","Los Angeles Clippers",111,"Los Angeles Lakers",110,NA,19068,"Regular",0,2921,0,1,-2
"5843",2022-02-04,"7:00p","Cleveland Cavaliers",102,"Charlotte Hornets",101,NA,17733,"Regular",1,2922,0.824445580919615,2,0
"5844",2022-02-04,"7:00p","Charlotte Hornets",101,"Cleveland Cavaliers",102,NA,17733,"Regular",0,2922,0,2,0
"5845",2022-02-04,"7:00p","Boston Celtics",102,"Detroit Pistons",93,NA,17584,"Regular",1,2923,0.796088373777617,1,-1
"5846",2022-02-04,"7:00p","Detroit Pistons",93,"Boston Celtics",102,NA,17584,"Regular",0,2923,0,2,1
"5847",2022-02-04,"7:00p","Chicago Bulls",122,"Indiana Pacers",115,NA,16355,"Regular",1,2924,0.757667006393033,2,1
"5848",2022-02-04,"7:00p","Indiana Pacers",115,"Chicago Bulls",122,NA,16355,"Regular",0,2924,0,1,-1
"5849",2022-02-04,"7:30p","Atlanta Hawks",114,"Toronto Raptors",125,NA,NA,"Regular",0.5,2925,NA,1,0
"5850",2022-02-04,"7:30p","Toronto Raptors",125,"Atlanta Hawks",114,NA,NA,"Regular",0.5,2925,NA,1,0
"5851",2022-02-04,"8:30p","Houston Rockets",106,"San Antonio Spurs",131,NA,15344,"Regular",1,2926,0.725381742542429,1,-1
"5852",2022-02-04,"8:30p","San Antonio Spurs",131,"Houston Rockets",106,NA,15344,"Regular",0,2926,0,2,1
"5853",2022-02-04,"9:00p","Denver Nuggets",105,"New Orleans Pelicans",113,NA,16152,"Regular",0,2927,0,3,1
"5854",2022-02-04,"9:00p","New Orleans Pelicans",113,"Denver Nuggets",105,NA,16152,"Regular",1,2927,0.753217683268047,2,-1
"5855",2022-02-04,"9:00p","Utah Jazz",125,"Brooklyn Nets",102,NA,18306,"Regular",0,2928,0,2,0
"5856",2022-02-04,"9:00p","Brooklyn Nets",102,"Utah Jazz",125,NA,18306,"Regular",1,2928,0.88571705051287,2,0
"5857",2022-02-04,"10:00p","Dallas Mavericks",107,"Philadelphia 76ers",98,NA,19200,"Regular",0,2929,0,2,0
"5858",2022-02-04,"10:00p","Philadelphia 76ers",98,"Dallas Mavericks",107,NA,19200,"Regular",1,2929,0.896023893970506,2,0
"5859",2022-02-04,"10:00p","Oklahoma City Thunder",96,"Portland Trail Blazers",93,NA,15329,"Regular",1,2930,0.755756051866095,2,0
"5860",2022-02-04,"10:00p","Portland Trail Blazers",93,"Oklahoma City Thunder",96,NA,15329,"Regular",0,2930,0,2,0
"5861",2022-02-05,"5:00p","Memphis Grizzlies",135,"Orlando Magic",115,NA,18846,"Regular",1,2931,0.919227392449517,3,0
