"","date_game","game_start_time","opponent_name","opponent_pts","team_name","team_pts","overtimes","attendance","game_type","away0_home1","game_id","attendance.perc","rest_time","rest_diff"
"1",2019-10-22,"8:00p","New Orleans Pelicans",122,"Toronto Raptors",130,"OT",20787,"Regular",1,1,0.954495362292222,NA,NA
"2",2019-10-22,"8:00p","Toronto Raptors",130,"New Orleans Pelicans",122,"OT",20787,"Regular",0,1,0,NA,NA
"3",2019-10-22,"10:30p","Los Angeles Lakers",102,"Los Angeles Clippers",112,NA,19068,"Regular",1,2,0.886100655234909,NA,NA
"4",2019-10-22,"10:30p","Los Angeles Clippers",112,"Los Angeles Lakers",102,NA,19068,"Regular",0,2,0,NA,NA
"5",2019-10-23,"7:00p","Chicago Bulls",125,"Charlotte Hornets",126,NA,15424,"Regular",1,3,0.717095169463945,NA,NA
"6",2019-10-23,"7:00p","Charlotte Hornets",126,"Chicago Bulls",125,NA,15424,"Regular",0,3,0,NA,NA
"7",2019-10-23,"7:00p","Detroit Pistons",119,"Indiana Pacers",110,NA,17923,"Regular",1,4,0.830306680255721,NA,NA
"8",2019-10-23,"7:00p","Indiana Pacers",110,"Detroit Pistons",119,NA,17923,"Regular",0,4,0,NA,NA
"9",2019-10-23,"7:00p","Cleveland Cavaliers",85,"Orlando Magic",94,NA,18846,"Regular",1,5,0.919227392449517,NA,NA
"10",2019-10-23,"7:00p","Orlando Magic",94,"Cleveland Cavaliers",85,NA,18846,"Regular",0,5,0,NA,NA
"11",2019-10-23,"7:30p","Minnesota Timberwolves",127,"Brooklyn Nets",126,"OT",17732,"Regular",1,6,0.817218176790488,NA,NA
"12",2019-10-23,"7:30p","Brooklyn Nets",126,"Minnesota Timberwolves",127,"OT",17732,"Regular",0,6,0,NA,NA
"13",2019-10-23,"7:30p","Memphis Grizzlies",101,"Miami Heat",120,NA,19600,"Regular",1,7,0.903350693644283,NA,NA
"14",2019-10-23,"7:30p","Miami Heat",120,"Memphis Grizzlies",101,NA,19600,"Regular",0,7,0,NA,NA
"15",2019-10-23,"7:30p","Boston Celtics",93,"Philadelphia 76ers",107,NA,20422,"Regular",1,8,0.949463015481891,NA,NA
"16",2019-10-23,"7:30p","Philadelphia 76ers",107,"Boston Celtics",93,NA,20422,"Regular",0,8,0,NA,NA
"17",2019-10-23,"8:30p","Washington Wizards",100,"Dallas Mavericks",108,NA,19816,"Regular",1,9,0.924771327235393,NA,NA
"18",2019-10-23,"8:30p","Dallas Mavericks",108,"Washington Wizards",100,NA,19816,"Regular",0,9,0,NA,NA
"19",2019-10-23,"8:30p","New York Knicks",111,"San Antonio Spurs",120,NA,18354,"Regular",1,10,0.867678343497376,NA,NA
"20",2019-10-23,"8:30p","San Antonio Spurs",120,"New York Knicks",111,NA,18354,"Regular",0,10,0,NA,NA
"21",2019-10-23,"9:00p","Oklahoma City Thunder",95,"Utah Jazz",100,NA,18306,"Regular",1,11,0.88571705051287,NA,NA
"22",2019-10-23,"9:00p","Utah Jazz",100,"Oklahoma City Thunder",95,NA,18306,"Regular",0,11,0,NA,NA
"23",2019-10-23,"10:00p","Sacramento Kings",95,"Phoenix Suns",124,NA,18055,"Regular",1,12,0.871380308880309,NA,NA
"24",2019-10-23,"10:00p","Phoenix Suns",124,"Sacramento Kings",95,NA,18055,"Regular",0,12,0,NA,NA
"25",2019-10-23,"10:00p","Denver Nuggets",108,"Portland Trail Blazers",100,NA,19991,"Regular",1,13,0.985603707538333,NA,NA
"26",2019-10-23,"10:00p","Portland Trail Blazers",100,"Denver Nuggets",108,NA,19991,"Regular",0,13,0,NA,NA
"27",2019-10-24,"7:00p","Atlanta Hawks",117,"Detroit Pistons",100,NA,20338,"Regular",1,14,0.920771459616081,1,NA
"28",2019-10-24,"7:00p","Detroit Pistons",100,"Atlanta Hawks",117,NA,20338,"Regular",0,14,0,NA,NA
"29",2019-10-24,"8:00p","Milwaukee Bucks",117,"Houston Rockets",111,NA,18055,"Regular",1,15,0.853664302600473,NA,NA
"30",2019-10-24,"8:00p","Houston Rockets",111,"Milwaukee Bucks",117,NA,18055,"Regular",0,15,0,NA,NA
"31",2019-10-24,"10:30p","Golden State Warriors",122,"Los Angeles Clippers",141,NA,18064,"Regular",0,16,0,2,NA
"32",2019-10-24,"10:30p","Los Angeles Clippers",141,"Golden State Warriors",122,NA,18064,"Regular",1,16,0.729563812600969,NA,NA
"33",2019-10-25,"7:00p","Boston Celtics",112,"Toronto Raptors",106,NA,18624,"Regular",0,17,0,3,1
"34",2019-10-25,"7:00p","Toronto Raptors",106,"Boston Celtics",112,NA,18624,"Regular",1,17,0.88140085186938,2,-1
"35",2019-10-25,"7:00p","Minnesota Timberwolves",121,"Charlotte Hornets",99,NA,14879,"Regular",1,18,0.691756938955786,2,0
"36",2019-10-25,"7:00p","Charlotte Hornets",99,"Minnesota Timberwolves",121,NA,14879,"Regular",0,18,0,2,0
"37",2019-10-25,"7:30p","New York Knicks",109,"Brooklyn Nets",113,NA,17732,"Regular",1,19,0.817218176790488,2,0
"38",2019-10-25,"7:30p","Brooklyn Nets",113,"New York Knicks",109,NA,17732,"Regular",0,19,0,2,0
"39",2019-10-25,"8:00p","Memphis Grizzlies",102,"Chicago Bulls",110,NA,17794,"Regular",0,20,0,2,0
"40",2019-10-25,"8:00p","Chicago Bulls",110,"Memphis Grizzlies",102,NA,17794,"Regular",1,20,0.810328339177558,2,0
"41",2019-10-25,"8:00p","Dallas Mavericks",123,"New Orleans Pelicans",116,NA,17027,"Regular",1,21,0.81100261967135,3,1
"42",2019-10-25,"8:00p","New Orleans Pelicans",116,"Dallas Mavericks",123,NA,17027,"Regular",0,21,0,2,-1
"43",2019-10-25,"8:00p","Oklahoma City Thunder",85,"Washington Wizards",97,NA,18203,"Regular",0,22,0,2,0
"44",2019-10-25,"8:00p","Washington Wizards",97,"Oklahoma City Thunder",85,NA,18203,"Regular",1,22,0.880690889738255,2,0
"45",2019-10-25,"9:00p","Denver Nuggets",108,"Phoenix Suns",107,"OT",19557,"Regular",0,23,0,2,0
"46",2019-10-25,"9:00p","Phoenix Suns",107,"Denver Nuggets",108,"OT",19557,"Regular",1,23,0.912003357582541,2,0
"47",2019-10-25,"10:00p","Sacramento Kings",112,"Portland Trail Blazers",122,NA,17583,"Regular",0,24,0,2,0
"48",2019-10-25,"10:00p","Portland Trail Blazers",122,"Sacramento Kings",112,NA,17583,"Regular",1,24,0.853875291375291,2,0
"49",2019-10-25,"10:30p","Utah Jazz",86,"Los Angeles Lakers",95,NA,18997,"Regular",1,25,0.881122448979592,3,1
"50",2019-10-25,"10:30p","Los Angeles Lakers",95,"Utah Jazz",86,NA,18997,"Regular",0,25,0,2,-1
"51",2019-10-26,"5:00p","Milwaukee Bucks",126,"Miami Heat",131,"OT",17467,"Regular",0,26,0,3,1
"52",2019-10-26,"5:00p","Miami Heat",131,"Milwaukee Bucks",126,"OT",17467,"Regular",1,26,0.790791379934806,2,-1
"53",2019-10-26,"7:00p","Detroit Pistons",111,"Philadelphia 76ers",117,NA,16207,"Regular",0,27,0,3,1
"54",2019-10-26,"7:00p","Philadelphia 76ers",117,"Detroit Pistons",111,NA,16207,"Regular",1,27,0.733746830858385,2,-1
"55",2019-10-26,"7:30p","Atlanta Hawks",103,"Orlando Magic",99,NA,17078,"Regular",0,28,0,3,1
"56",2019-10-26,"7:30p","Orlando Magic",99,"Atlanta Hawks",103,NA,17078,"Regular",1,28,0.794473390398214,2,-1
"57",2019-10-26,"7:30p","New York Knicks",95,"Boston Celtics",118,NA,19812,"Regular",0,29,0,1,0
"58",2019-10-26,"7:30p","Boston Celtics",118,"New York Knicks",95,NA,19812,"Regular",1,29,0.908265713106863,1,0
"59",2019-10-26,"8:00p","Chicago Bulls",84,"Toronto Raptors",108,NA,21498,"Regular",0,30,0,1,0
"60",2019-10-26,"8:00p","Toronto Raptors",108,"Chicago Bulls",84,NA,21498,"Regular",1,30,0.979006329978596,1,0
"61",2019-10-26,"8:00p","Cleveland Cavaliers",110,"Indiana Pacers",99,NA,19432,"Regular",0,31,0,3,0
"62",2019-10-26,"8:00p","Indiana Pacers",99,"Cleveland Cavaliers",110,NA,19432,"Regular",1,31,0.89437105905095,3,0
"63",2019-10-26,"8:00p","Houston Rockets",126,"New Orleans Pelicans",123,NA,18055,"Regular",0,32,0,1,-1
"64",2019-10-26,"8:00p","New Orleans Pelicans",123,"Houston Rockets",126,NA,18055,"Regular",1,32,0.853664302600473,2,1
"65",2019-10-26,"8:30p","Washington Wizards",122,"San Antonio Spurs",124,NA,18354,"Regular",1,33,0.867678343497376,3,2
"66",2019-10-26,"8:30p","San Antonio Spurs",124,"Washington Wizards",122,NA,18354,"Regular",0,33,0,1,-2
"67",2019-10-26,"9:00p","Sacramento Kings",81,"Utah Jazz",113,NA,18306,"Regular",1,34,0.88571705051287,1,0
"68",2019-10-26,"9:00p","Utah Jazz",113,"Sacramento Kings",81,NA,18306,"Regular",0,34,0,1,0
"69",2019-10-26,"10:00p","Phoenix Suns",130,"Los Angeles Clippers",122,NA,15802,"Regular",0,35,0,2,1
"70",2019-10-26,"10:00p","Los Angeles Clippers",122,"Phoenix Suns",130,NA,15802,"Regular",1,35,0.762644787644788,1,-1
"71",2019-10-27,"3:30p","Golden State Warriors",92,"Oklahoma City Thunder",120,NA,18203,"Regular",1,36,0.880690889738255,2,-1
"72",2019-10-27,"3:30p","Oklahoma City Thunder",120,"Golden State Warriors",92,NA,18203,"Regular",0,36,0,3,1
"73",2019-10-27,"6:00p","Memphis Grizzlies",134,"Brooklyn Nets",133,"OT",15517,"Regular",0,37,0,2,0
"74",2019-10-27,"6:00p","Brooklyn Nets",133,"Memphis Grizzlies",134,"OT",15517,"Regular",1,37,0.706635092672708,2,0
"75",2019-10-27,"7:00p","Portland Trail Blazers",121,"Dallas Mavericks",119,NA,19707,"Regular",1,38,0.919684524920665,2,0
"76",2019-10-27,"7:00p","Dallas Mavericks",119,"Portland Trail Blazers",121,NA,19707,"Regular",0,38,0,2,0
"77",2019-10-27,"7:00p","Minnesota Timberwolves",116,"Miami Heat",109,NA,17049,"Regular",0,39,0,1,-1
"78",2019-10-27,"7:00p","Miami Heat",109,"Minnesota Timberwolves",116,NA,17049,"Regular",1,39,0.811432106991576,2,1
"79",2019-10-27,"9:30p","Charlotte Hornets",101,"Los Angeles Lakers",120,NA,18997,"Regular",1,40,0.881122448979592,2,0
"80",2019-10-27,"9:30p","Los Angeles Lakers",120,"Charlotte Hornets",101,NA,18997,"Regular",0,40,0,2,0
"81",2019-10-28,"7:00p","New York Knicks",105,"Chicago Bulls",98,NA,19812,"Regular",0,41,0,2,0
"82",2019-10-28,"7:00p","Chicago Bulls",98,"New York Knicks",105,NA,19812,"Regular",1,41,0.908265713106863,2,0
"83",2019-10-28,"7:00p","Detroit Pistons",96,"Indiana Pacers",94,NA,13565,"Regular",0,42,0,2,0
"84",2019-10-28,"7:00p","Indiana Pacers",94,"Detroit Pistons",96,NA,13565,"Regular",1,42,0.614134371604491,2,0
"85",2019-10-28,"7:30p","Orlando Magic",95,"Toronto Raptors",104,NA,19800,"Regular",1,43,0.909174396179631,2,0
"86",2019-10-28,"7:30p","Toronto Raptors",104,"Orlando Magic",95,NA,19800,"Regular",0,43,0,2,0
"87",2019-10-28,"7:30p","Atlanta Hawks",103,"Philadelphia 76ers",105,NA,14094,"Regular",0,44,0,2,0
"88",2019-10-28,"7:30p","Philadelphia 76ers",105,"Atlanta Hawks",103,NA,14094,"Regular",1,44,0.655656866393748,2,0
"89",2019-10-28,"8:00p","Houston Rockets",116,"Oklahoma City Thunder",112,NA,18055,"Regular",0,45,0,1,-1
"90",2019-10-28,"8:00p","Oklahoma City Thunder",112,"Houston Rockets",116,NA,18055,"Regular",1,45,0.853664302600473,2,1
"91",2019-10-28,"8:00p","Milwaukee Bucks",129,"Cleveland Cavaliers",112,NA,17385,"Regular",0,46,0,2,0
"92",2019-10-28,"8:00p","Cleveland Cavaliers",112,"Milwaukee Bucks",129,NA,17385,"Regular",1,46,0.787078956899674,2,0
"93",2019-10-28,"8:00p","Golden State Warriors",134,"New Orleans Pelicans",123,NA,17307,"Regular",1,47,0.824339128363896,2,1
"94",2019-10-28,"8:00p","New Orleans Pelicans",123,"Golden State Warriors",134,NA,17307,"Regular",0,47,0,1,-1
"95",2019-10-28,"8:30p","Portland Trail Blazers",110,"San Antonio Spurs",113,NA,18083,"Regular",1,48,0.854866921949605,2,1
"96",2019-10-28,"8:30p","San Antonio Spurs",113,"Portland Trail Blazers",110,NA,18083,"Regular",0,48,0,1,-1
"97",2019-10-28,"10:00p","Phoenix Suns",95,"Utah Jazz",96,NA,14805,"Regular",0,49,0,2,0
"98",2019-10-28,"10:00p","Utah Jazz",96,"Phoenix Suns",95,NA,14805,"Regular",1,49,0.714527027027027,2,0
"99",2019-10-28,"10:00p","Denver Nuggets",101,"Sacramento Kings",94,NA,15870,"Regular",1,50,0.770687645687646,2,-1
"100",2019-10-28,"10:00p","Sacramento Kings",94,"Denver Nuggets",101,NA,15870,"Regular",0,50,0,3,1
"101",2019-10-28,"10:30p","Charlotte Hornets",96,"Los Angeles Clippers",111,NA,19068,"Regular",1,51,0.886100655234909,2,1
"102",2019-10-28,"10:30p","Los Angeles Clippers",111,"Charlotte Hornets",96,NA,19068,"Regular",0,51,0,1,-1
"103",2019-10-29,"7:30p","Atlanta Hawks",97,"Miami Heat",112,NA,19600,"Regular",1,52,0.903350693644283,2,1
"104",2019-10-29,"7:30p","Miami Heat",112,"Atlanta Hawks",97,NA,19600,"Regular",0,52,0,1,-1
"105",2019-10-29,"9:00p","Denver Nuggets",106,"Dallas Mavericks",109,NA,16605,"Regular",0,53,0,2,1
"106",2019-10-29,"9:00p","Dallas Mavericks",109,"Denver Nuggets",106,NA,16605,"Regular",1,53,0.774342473419138,1,-1
"107",2019-10-29,"10:30p","Memphis Grizzlies",91,"Los Angeles Lakers",120,NA,18997,"Regular",1,54,0.881122448979592,2,0
"108",2019-10-29,"10:30p","Los Angeles Lakers",120,"Memphis Grizzlies",91,NA,18997,"Regular",0,54,0,2,0
"109",2019-10-30,"7:00p","Cleveland Cavaliers",117,"Chicago Bulls",111,NA,17595,"Regular",0,55,0,2,0
"110",2019-10-30,"7:00p","Chicago Bulls",111,"Cleveland Cavaliers",117,NA,17595,"Regular",1,55,0.80982188060938,2,0
"111",2019-10-30,"7:00p","New York Knicks",83,"Orlando Magic",95,NA,17456,"Regular",1,56,0.851429128865477,2,0
"112",2019-10-30,"7:00p","Orlando Magic",95,"New York Knicks",83,NA,17456,"Regular",0,56,0,2,0
"113",2019-10-30,"7:00p","Minnesota Timberwolves",95,"Philadelphia 76ers",117,NA,20204,"Regular",1,57,0.939327723278628,2,-1
"114",2019-10-30,"7:00p","Philadelphia 76ers",117,"Minnesota Timberwolves",95,NA,20204,"Regular",0,57,0,3,1
"115",2019-10-30,"7:30p","Milwaukee Bucks",105,"Boston Celtics",116,NA,18624,"Regular",1,58,0.88140085186938,4,2
"116",2019-10-30,"7:30p","Boston Celtics",116,"Milwaukee Bucks",105,NA,18624,"Regular",0,58,0,2,-2
"117",2019-10-30,"7:30p","Brooklyn Nets",108,"Indiana Pacers",118,NA,17083,"Regular",0,59,0,2,-1
"118",2019-10-30,"7:30p","Indiana Pacers",118,"Brooklyn Nets",108,NA,17083,"Regular",1,59,0.787307585952622,3,1
"119",2019-10-30,"7:30p","Detroit Pistons",113,"Toronto Raptors",125,NA,19800,"Regular",1,60,0.909174396179631,2,0
"120",2019-10-30,"7:30p","Toronto Raptors",125,"Detroit Pistons",113,NA,19800,"Regular",0,60,0,2,0
"121",2019-10-30,"8:00p","Oklahoma City Thunder",99,"Portland Trail Blazers",102,NA,18203,"Regular",0,61,0,2,0
"122",2019-10-30,"8:00p","Portland Trail Blazers",102,"Oklahoma City Thunder",99,NA,18203,"Regular",1,61,0.880690889738255,2,0
"123",2019-10-30,"8:00p","Houston Rockets",159,"Washington Wizards",158,NA,20476,"Regular",1,62,0.826978998384491,4,2
"124",2019-10-30,"8:00p","Washington Wizards",158,"Houston Rockets",159,NA,20476,"Regular",0,62,0,2,-2
"125",2019-10-30,"10:00p","Sacramento Kings",111,"Charlotte Hornets",118,NA,15416,"Regular",0,63,0,2,0
"126",2019-10-30,"10:00p","Charlotte Hornets",118,"Sacramento Kings",111,NA,15416,"Regular",1,63,0.748640248640249,2,0
"127",2019-10-30,"10:00p","Utah Jazz",110,"Los Angeles Clippers",96,NA,18306,"Regular",0,64,0,2,0
"128",2019-10-30,"10:00p","Los Angeles Clippers",96,"Utah Jazz",110,NA,18306,"Regular",1,64,0.88571705051287,2,0
"129",2019-10-30,"10:30p","Golden State Warriors",110,"Phoenix Suns",121,NA,18064,"Regular",0,65,0,2,0
"130",2019-10-30,"10:30p","Phoenix Suns",121,"Golden State Warriors",110,NA,18064,"Regular",1,65,0.729563812600969,2,0
"131",2019-10-31,"7:00p","Atlanta Hawks",97,"Miami Heat",106,NA,16539,"Regular",0,66,0,2,0
"132",2019-10-31,"7:00p","Miami Heat",106,"Atlanta Hawks",97,NA,16539,"Regular",1,66,0.769398957945664,2,0
"133",2019-10-31,"9:30p","Denver Nuggets",107,"New Orleans Pelicans",122,NA,16613,"Regular",1,67,0.791283638961658,3,1
"134",2019-10-31,"9:30p","New Orleans Pelicans",122,"Denver Nuggets",107,NA,16613,"Regular",0,67,0,2,-1
"135",2019-10-31,"10:30p","San Antonio Spurs",97,"Los Angeles Clippers",103,NA,19068,"Regular",1,68,0.886100655234909,1,-2
"136",2019-10-31,"10:30p","Los Angeles Clippers",103,"San Antonio Spurs",97,NA,19068,"Regular",0,68,0,3,2
"137",2019-11-01,"7:00p","Houston Rockets",116,"Brooklyn Nets",123,NA,17732,"Regular",1,69,0.817218176790488,2,0
"138",2019-11-01,"7:00p","Brooklyn Nets",123,"Houston Rockets",116,NA,17732,"Regular",0,69,0,2,0
"139",2019-11-01,"7:00p","Cleveland Cavaliers",95,"Indiana Pacers",102,NA,16079,"Regular",1,70,0.744880941350876,2,0
"140",2019-11-01,"7:00p","Indiana Pacers",102,"Cleveland Cavaliers",95,NA,16079,"Regular",0,70,0,2,0
"141",2019-11-01,"7:00p","Milwaukee Bucks",123,"Orlando Magic",91,NA,15105,"Regular",1,71,0.736757389522973,2,0
"142",2019-11-01,"7:00p","Orlando Magic",91,"Milwaukee Bucks",123,NA,15105,"Regular",0,71,0,2,0
"143",2019-11-01,"7:30p","New York Knicks",102,"Boston Celtics",104,NA,18624,"Regular",1,72,0.88140085186938,2,0
"144",2019-11-01,"7:30p","Boston Celtics",104,"New York Knicks",102,NA,18624,"Regular",0,72,0,2,0
"145",2019-11-01,"8:00p","Detroit Pistons",106,"Chicago Bulls",112,NA,20671,"Regular",1,73,0.941345234300287,2,0
"146",2019-11-01,"8:00p","Chicago Bulls",112,"Detroit Pistons",106,NA,20671,"Regular",0,73,0,2,0
"147",2019-11-01,"9:30p","Dallas Mavericks",110,"Los Angeles Lakers",119,"OT",20358,"Regular",0,74,0,3,0
"148",2019-11-01,"9:30p","Los Angeles Lakers",119,"Dallas Mavericks",110,"OT",20358,"Regular",1,74,0.950065335075602,3,0
"149",2019-11-01,"10:00p","Sacramento Kings",102,"Utah Jazz",101,NA,16273,"Regular",0,75,0,2,0
"150",2019-11-01,"10:00p","Utah Jazz",101,"Sacramento Kings",102,NA,16273,"Regular",1,75,0.790258352758353,2,0
"151",2019-11-01,"10:30p","Golden State Warriors",110,"San Antonio Spurs",127,NA,18064,"Regular",0,76,0,1,-1
"152",2019-11-01,"10:30p","San Antonio Spurs",127,"Golden State Warriors",110,NA,18064,"Regular",1,76,0.729563812600969,2,1
"153",2019-11-02,"5:00p","Oklahoma City Thunder",115,"New Orleans Pelicans",104,NA,18203,"Regular",0,77,0,2,-1
"154",2019-11-02,"5:00p","New Orleans Pelicans",104,"Oklahoma City Thunder",115,NA,18203,"Regular",1,77,0.880690889738255,3,1
"155",2019-11-02,"7:00p","Detroit Pistons",113,"Brooklyn Nets",109,NA,17222,"Regular",0,78,0,1,0
"156",2019-11-02,"7:00p","Brooklyn Nets",109,"Detroit Pistons",113,NA,17222,"Regular",1,78,0.779699384281058,1,0
"157",2019-11-02,"7:00p","Denver Nuggets",91,"Orlando Magic",87,NA,17025,"Regular",1,79,0.830406789581504,1,-1
"158",2019-11-02,"7:00p","Orlando Magic",87,"Denver Nuggets",91,NA,17025,"Regular",0,79,0,2,1
"159",2019-11-02,"8:00p","Memphis Grizzlies",105,"Phoenix Suns",114,NA,14144,"Regular",0,80,0,3,-1
"160",2019-11-02,"8:00p","Phoenix Suns",114,"Memphis Grizzlies",105,NA,14144,"Regular",1,80,0.644109476752129,4,1
"161",2019-11-02,"8:00p","Milwaukee Bucks",115,"Toronto Raptors",105,NA,17637,"Regular",0,81,0,3,2
"162",2019-11-02,"8:00p","Toronto Raptors",105,"Milwaukee Bucks",115,NA,17637,"Regular",1,81,0.798487866714958,1,-2
"163",2019-11-02,"8:00p","Washington Wizards",109,"Minnesota Timberwolves",131,NA,15150,"Regular",0,82,0,3,0
"164",2019-11-02,"8:00p","Minnesota Timberwolves",131,"Washington Wizards",109,NA,15150,"Regular",1,82,0.611873990306947,3,0
"165",2019-11-02,"8:30p","Golden State Warriors",87,"Charlotte Hornets",93,NA,18064,"Regular",0,83,0,3,2
"166",2019-11-02,"8:30p","Charlotte Hornets",93,"Golden State Warriors",87,NA,18064,"Regular",1,83,0.729563812600969,1,-2
"167",2019-11-02,"10:00p","Portland Trail Blazers",128,"Philadelphia 76ers",129,NA,19669,"Regular",0,84,0,3,0
"168",2019-11-02,"10:00p","Philadelphia 76ers",129,"Portland Trail Blazers",128,NA,19669,"Regular",1,84,0.969728343933343,3,0
"169",2019-11-03,"5:00p","Chicago Bulls",95,"Indiana Pacers",108,NA,17073,"Regular",1,85,0.790929306031687,2,0
"170",2019-11-03,"5:00p","Indiana Pacers",108,"Chicago Bulls",95,NA,17073,"Regular",0,85,0,2,0
"171",2019-11-03,"6:00p","Houston Rockets",100,"Miami Heat",129,NA,19724,"Regular",1,86,0.909065769461216,3,1
"172",2019-11-03,"6:00p","Miami Heat",129,"Houston Rockets",100,NA,19724,"Regular",0,86,0,2,-1
"173",2019-11-03,"6:00p","Sacramento Kings",113,"New York Knicks",92,NA,19812,"Regular",1,87,0.908265713106863,2,0
"174",2019-11-03,"6:00p","New York Knicks",92,"Sacramento Kings",113,NA,19812,"Regular",0,87,0,2,0
"175",2019-11-03,"7:00p","San Antonio Spurs",96,"Los Angeles Lakers",103,NA,18610,"Regular",0,88,0,2,0
"176",2019-11-03,"7:00p","Los Angeles Lakers",103,"San Antonio Spurs",96,NA,18610,"Regular",1,88,0.879780645771285,2,0
"177",2019-11-03,"7:30p","Cleveland Cavaliers",111,"Dallas Mavericks",131,NA,18078,"Regular",0,89,0,2,0
"178",2019-11-03,"7:30p","Dallas Mavericks",131,"Cleveland Cavaliers",111,NA,18078,"Regular",1,89,0.832052285175128,2,0
"179",2019-11-03,"9:00p","Utah Jazz",94,"Los Angeles Clippers",105,NA,19068,"Regular",1,90,0.886100655234909,3,1
"180",2019-11-03,"9:00p","Los Angeles Clippers",105,"Utah Jazz",94,NA,19068,"Regular",0,90,0,2,-1
"181",2019-11-04,"7:00p","Washington Wizards",115,"Detroit Pistons",99,NA,13052,"Regular",0,91,0,2,0
"182",2019-11-04,"7:00p","Detroit Pistons",99,"Washington Wizards",115,NA,13052,"Regular",1,91,0.527140549273021,2,0
"183",2019-11-04,"7:30p","Brooklyn Nets",135,"New Orleans Pelicans",125,NA,17194,"Regular",0,92,0,2,0
"184",2019-11-04,"7:30p","New Orleans Pelicans",125,"Brooklyn Nets",135,NA,17194,"Regular",1,92,0.792423264817034,2,0
"185",2019-11-04,"8:00p","Houston Rockets",107,"Memphis Grizzlies",100,NA,14197,"Regular",1,93,0.646523065713375,2,1
"186",2019-11-04,"8:00p","Memphis Grizzlies",100,"Houston Rockets",107,NA,14197,"Regular",0,93,0,1,-1
"187",2019-11-04,"8:00p","Milwaukee Bucks",134,"Minnesota Timberwolves",106,NA,16271,"Regular",1,94,0.774403883679977,2,0
"188",2019-11-04,"8:00p","Minnesota Timberwolves",106,"Milwaukee Bucks",134,NA,16271,"Regular",0,94,0,2,0
"189",2019-11-04,"9:00p","Phoenix Suns",114,"Philadelphia 76ers",109,NA,14285,"Regular",0,95,0,2,0
"190",2019-11-04,"9:00p","Philadelphia 76ers",109,"Phoenix Suns",114,NA,14285,"Regular",1,95,0.689430501930502,2,0
"191",2019-11-04,"10:30p","Golden State Warriors",127,"Portland Trail Blazers",118,NA,18064,"Regular",0,96,0,2,0
"192",2019-11-04,"10:30p","Portland Trail Blazers",118,"Golden State Warriors",127,NA,18064,"Regular",1,96,0.729563812600969,2,0
"193",2019-11-05,"7:00p","Indiana Pacers",120,"Charlotte Hornets",122,"OT",13341,"Regular",1,97,0.620251987540099,3,1
"194",2019-11-05,"7:00p","Charlotte Hornets",122,"Indiana Pacers",120,"OT",13341,"Regular",0,97,0,2,-1
"195",2019-11-05,"7:00p","Boston Celtics",119,"Cleveland Cavaliers",113,NA,17709,"Regular",1,98,0.815068808395084,2,-2
"196",2019-11-05,"7:00p","Cleveland Cavaliers",113,"Boston Celtics",119,NA,17709,"Regular",0,98,0,4,2
"197",2019-11-05,"7:30p","Atlanta Hawks",108,"San Antonio Spurs",100,NA,14025,"Regular",0,99,0,2,-3
"198",2019-11-05,"7:30p","San Antonio Spurs",100,"Atlanta Hawks",108,NA,14025,"Regular",1,99,0.652446966877559,5,3
"199",2019-11-05,"8:00p","Chicago Bulls",112,"Los Angeles Lakers",118,NA,21193,"Regular",0,100,0,2,0
"200",2019-11-05,"8:00p","Los Angeles Lakers",118,"Chicago Bulls",112,NA,21193,"Regular",1,100,0.965116808597841,2,0
"201",2019-11-05,"8:00p","Oklahoma City Thunder",102,"Orlando Magic",94,NA,18203,"Regular",0,101,0,3,0
"202",2019-11-05,"8:00p","Orlando Magic",94,"Oklahoma City Thunder",102,NA,18203,"Regular",1,101,0.880690889738255,3,0
"203",2019-11-05,"9:00p","Denver Nuggets",109,"Miami Heat",89,NA,18010,"Regular",0,102,0,2,-1
"204",2019-11-05,"9:00p","Miami Heat",89,"Denver Nuggets",109,NA,18010,"Regular",1,102,0.83986196605111,3,1
"205",2019-11-06,"7:00p","New York Knicks",102,"Detroit Pistons",122,NA,15463,"Regular",1,103,0.700063382832307,2,-1
"206",2019-11-06,"7:00p","Detroit Pistons",122,"New York Knicks",102,NA,15463,"Regular",0,103,0,3,1
"207",2019-11-06,"7:00p","Washington Wizards",106,"Indiana Pacers",121,NA,16171,"Regular",1,104,0.749142963031595,1,-1
"208",2019-11-06,"7:00p","Indiana Pacers",121,"Washington Wizards",106,NA,16171,"Regular",0,104,0,2,1
"209",2019-11-06,"7:30p","Atlanta Hawks",93,"Chicago Bulls",113,NA,15049,"Regular",0,105,0,1,0
"210",2019-11-06,"7:30p","Chicago Bulls",113,"Atlanta Hawks",93,NA,15049,"Regular",1,105,0.700083736509118,1,0
"211",2019-11-06,"7:30p","Golden State Warriors",112,"Houston Rockets",129,NA,18055,"Regular",1,106,0.853664302600473,2,0
"212",2019-11-06,"7:30p","Houston Rockets",129,"Golden State Warriors",112,NA,18055,"Regular",0,106,0,2,0
"213",2019-11-06,"7:30p","Sacramento Kings",120,"Toronto Raptors",124,NA,19800,"Regular",1,107,0.909174396179631,4,1
"214",2019-11-06,"7:30p","Toronto Raptors",124,"Sacramento Kings",120,NA,19800,"Regular",0,107,0,3,-1
"215",2019-11-06,"8:00p","Memphis Grizzlies",137,"Minnesota Timberwolves",121,NA,13503,"Regular",0,108,0,2,0
